Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
8061640373,"Nov 3, 2022, 9:10:46 AM",Pioneer -3,Ride,,3600,28.68,139.0,21,false,,Roubaix,activities/8628450366.tcx.gz,,7.938,3600.0,3600.0,28686.7,8.366,7.969,0.0,,,,0.0,0.0,,,97.0,92.0,,126.0,,150.0,530.0,,,21.0,,,,,,,,,153.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.969,0.0,,,,,,,,,,,,,,,,,,,,,media/be73c927-67e7-465c-a3a2-683563ef56f9.jpg
8051456024,"Nov 1, 2022, 9:18:46 AM",Homers Nose,Ride,,3600,27.94,137.0,17,false,,Roubaix,activities/8616969311.tcx.gz,,7.938,3600.0,3600.0,27939.5,8.365,7.761,0.0,,,,0.0,0.0,,,100.0,94.0,,125.0,,140.0,496.0,,,17.0,,,,,,,,,143.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.761,0.0,,,,,,,,,,,,,,,,,,,,,media/d2cfaf79-df1a-4dfc-88b8-641669272bd0.jpg
8042247542,"Oct 30, 2022, 10:54:09 AM",Hot Springs,Ride,,5400,44.44,161.0,110,false,,Roubaix,activities/8606325640.tcx.gz,,7.938,5400.0,5400.0,44445.2,8.915,8.231,0.0,,,,0.0,0.0,,,104.0,93.0,,146.0,,165.0,885.0,,,110.0,,,,,,,,,177.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.231,0.0,,,,,,,,,,,,,,,,,,,,,media/00c286d0-e242-4987-87de-caf8bbbd34a9.jpg|media/392411db-1949-4cc0-813f-65ea2b507489.jpg
8036545267,"Oct 29, 2022, 10:45:28 AM",Vennacher -1,Ride,,5400,43.75,172.0,110,false,,Roubaix,activities/8599832059.tcx.gz,,7.938,5400.0,5400.0,43753.4,9.495,8.102,0.0,,,,0.0,0.0,,,104.0,93.0,,146.0,,161.0,857.0,,,110.0,,,,,,,,,181.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.102,0.0,,,,,,,,,,,,,,,,,,,,,media/a3959d6d-b916-4135-8823-0f1e80c898ae.jpg
8026355775,"Oct 27, 2022, 9:17:59 AM",Mont Gosford +1,Ride,,4500,37.76,161.0,64,false,,Roubaix,activities/8588324845.tcx.gz,,7.938,4500.0,4500.0,37764.2,9.142,8.392,0.0,,,,0.0,0.0,,,101.0,89.0,,139.0,,171.0,764.0,,,64.0,,,,,,,,,179.0,4501.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.392,0.0,,,,,,,,,,,,,,,,,,,,,media/8814dbc7-5611-456c-aedd-8ff5dc2220f1.jpg
8021242249,"Oct 26, 2022, 9:21:09 AM",Eichorn +2,Ride,,3600,30.08,168.0,77,false,,Roubaix,activities/8582560962.tcx.gz,,7.938,3600.0,3600.0,30084.8,9.112,8.357,0.0,,,,0.0,0.0,,,110.0,92.0,,147.0,,174.0,622.0,,,77.0,,,,,,,,,189.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.357,0.0,,,,,,,,,,,,,,,,,,,,,media/efb846d6-c2be-4416-96a1-da94ee06fa9a.jpg
8006765793,"Oct 23, 2022, 10:19:22 AM",Ericsson +2,Ride,,5400,43.10,159.0,80,false,,Roubaix,activities/8566108455.tcx.gz,,7.938,5400.0,5400.0,43108.6,9.107,7.983,0.0,,,,0.0,0.0,,,110.0,94.0,,138.0,,156.0,826.0,,,80.0,,,,,,,,,175.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.983,0.0,,,,,,,,,,,,,,,,,,,,,media/de44ec5d-d2df-4d90-96e5-8de0f7576d93.jpg|media/a22147d9-5db9-423f-91cb-2862e06b3700.jpg
8001541830,"Oct 22, 2022, 11:14:00 AM",Palisade +2,Ride,,5400,42.98,173.0,101,false,,Roubaix,activities/8560143571.tcx.gz,,7.938,5400.0,5400.0,42984.0,9.61,7.96,0.0,,,,0.0,0.0,,,111.0,92.0,,144.0,,158.0,836.0,,,101.0,,,,,,,,,187.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.96,0.0,,,,,,,,,,,,,,,,,,,,,media/5d70a321-833b-422b-be23-7274550716e0.jpg
7991584258,"Oct 20, 2022, 9:23:41 AM",Galena -2,Ride,,3600,29.90,168.0,74,false,,Roubaix,activities/8548938842.tcx.gz,,7.938,3600.0,3600.0,29907.1,9.106,8.308,0.0,,,,0.0,0.0,,,109.0,94.0,,145.0,,171.0,610.0,,,74.0,,,,,,,,,185.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.308,0.0,,,,,,,,,,,,,,,,,,,,,media/2d8afcfc-8189-491e-bef9-964befc5dcaa.jpg
7986569125,"Oct 19, 2022, 9:12:10 AM",Homers Nose -1,Ride,,3600,27.38,132.0,14,false,,Roubaix,activities/8543300395.tcx.gz,,7.938,3600.0,3600.0,27384.0,7.861,7.607,0.0,,,,0.0,0.0,,,101.0,92.0,,123.0,,133.0,467.0,,,14.0,,,,,,,,,135.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.607,0.0,,,,,,,,,,,,,,,,,,,,,media/781be8d4-602e-4ea2-a385-22c3799e5504.jpg
7981285081,"Oct 18, 2022, 9:15:56 AM",Grampians +1,Ride,,4500,37.73,157.0,78,false,,Roubaix,activities/8537367166.tcx.gz,,7.938,4500.0,4500.0,37738.1,8.95,8.386,0.0,,,,0.0,0.0,,,110.0,94.0,,142.0,,172.0,755.0,,,78.0,,,,,,,,,179.0,4501.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.386,0.0,,,,,,,,,,,,,,,,,,,,,media/7336b2d7-9920-4010-a8be-fe952b3e08f5.jpg
7973613676,"Oct 16, 2022, 3:19:57 PM",Pecos,Ride,,5400,42.93,150.0,60,false,,Roubaix,activities/8528542181.tcx.gz,,7.938,5400.0,5400.0,42936.3,8.918,7.951,0.0,,,,0.0,0.0,,,104.0,93.0,,134.0,,150.0,807.0,,,60.0,,,,,,,,,161.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.951,0.0,,,,,,,,,,,,,,,,,,,,,media/41b376fb-82d3-4a70-89e7-5b4caeee2356.jpg
7965837106,"Oct 15, 2022, 9:53:28 AM",Warlow +1,Ride,,5400,43.50,169.0,96,false,,Roubaix,activities/8518821598.tcx.gz,,7.938,5400.0,5400.0,43507.7,9.663,8.057,0.0,,,,0.0,0.0,,,113.0,92.0,,143.0,,162.0,852.0,,,96.0,,,,,,,,,190.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.057,0.0,,,,,,,,,,,,,,,,,,,,,media/d5677ed8-d38e-48e9-9253-159630273954.jpg
7950791658,"Oct 12, 2022, 9:10:51 AM",Steamboat +2,Ride,,3600,29.87,158.0,52,false,,Roubaix,activities/8501880029.tcx.gz,,7.938,3600.0,3600.0,29872.4,9.106,8.298,0.0,,,,0.0,0.0,,,109.0,94.0,,137.0,,170.0,599.0,,,52.0,,,,,,,,,183.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.298,0.0,,,,,,,,,,,,,,,,,,,,,media/11ab1230-1469-4d1c-8fa2-74ed49190ecd.jpg
7937708720,"Oct 9, 2022, 3:24:24 PM",McGregor -4,Ride,,5400,43.10,155.0,64,false,,Roubaix,activities/8487110310.tcx.gz,,7.938,5400.0,5400.0,43107.9,8.793,7.983,0.0,,,,0.0,0.0,,,113.0,92.0,,134.0,,154.0,819.0,,,64.0,,,,,,,,,167.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.983,0.0,,,,,,,,,,,,,,,,,,,,,media/43c53dd8-abad-4da9-9936-b431839ee443.jpg
7929893197,"Oct 8, 2022, 9:57:54 AM",Vennacher,Ride,,5400,43.61,166.0,75,false,,Roubaix,activities/8478215913.tcx.gz,,7.938,5400.0,5400.0,43610.8,9.592,8.076,0.0,,,,0.0,0.0,,,105.0,92.0,,138.0,,160.0,848.0,,,75.0,,,,,,,,,180.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.076,0.0,,,,,,,,,,,,,,,,,,,,,media/0357707b-2ea9-4290-a6b3-3ece18cc7241.jpg
7919596628,"Oct 6, 2022, 9:27:55 AM",Grampians,Ride,,3600,29.87,153.0,54,false,,Roubaix,activities/8466552156.tcx.gz,,7.938,3600.0,3600.0,29878.4,8.952,8.3,0.0,,,,0.0,0.0,,,108.0,95.0,,139.0,,168.0,587.0,,,54.0,,,,,,,,,177.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.3,0.0,,,,,,,,,,,,,,,,,,,,,media/c7de943f-afa1-453e-ac53-4e3e91a049d6.jpg
7909055672,"Oct 4, 2022, 9:19:54 AM",Tallac -3,Ride,,3600,30.30,156.0,57,false,,Roubaix,activities/8454766440.tcx.gz,,7.938,3600.0,3600.0,30299.9,9.016,8.417,0.0,,,,0.0,0.0,,,108.0,96.0,,140.0,,174.0,607.0,,,57.0,,,,,,,,,181.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.417,0.0,,,,,,,,,,,,,,,,,,,,,media/b342802c-0313-47b9-86a7-67cac54e2781.jpg
7893959961,"Oct 1, 2022, 10:22:49 AM",Starlight -2,Ride,,5400,43.68,168.0,71,false,,Roubaix,activities/8437665558.tcx.gz,,7.938,5400.0,5400.0,43684.0,9.501,8.09,0.0,,,,0.0,0.0,,,107.0,93.0,,138.0,,159.0,846.0,,,71.0,,,,,,,,,176.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.09,0.0,,,,,,,,,,,,,,,,,,,,,media/8be9c407-7419-499f-b415-1618f85e2a90.jpg
7861465532,"Sep 24, 2022, 7:25:09 PM",Maze @ Liberty Farms,Walk,"",4415,2.57,109.0,6,false,,,activities/8401058263.fit.gz,,,4415.0,2686.0,2574.3,1.736,0.958,118.0,28.0,122.6,135.2,33.0,0.2,,,72.0,50.0,,94.0,,,311.0,,31.0,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,1664045952.0,2.0,20.9,20.9,9.0,0.47,1016.7,3.4,5.2,209.0,0.0,1664017408.0,1664060928.0,0.97,,,0.0,,0.32,16093.0,4.0,292.5,,,,0.0,0.583,95.7,,,,,,,,,,,,,,,,,,,,,""
7860194335,"Sep 24, 2022, 12:50:59 PM",Morning Ride,Ride,"",11067,74.01,168.0,134,false,,CF_SLX9,activities/8399605406.fit.gz,,7.938,11067.0,10188.0,74011.1,13.38,7.265,504.0,486.0,71.2,164.0,10.3,0.0,,,130.0,84.0,,137.0,,137.0,1397.0,,12.0,134.0,1396774.0,,,,,,,,151.0,10908.0,0.0,,0.0,,1.0,,1664020736.0,2.0,9.3,9.3,6.6,0.83,1021.0,1.0,1.0,278.0,0.0,1664017408.0,1664060800.0,0.97,8687753.0,,0.0,,0.82,16093.0,0.0,289.8,,,,0.0,6.688,0.0,,,,,,,,,,,,,,,,,,,,,""
7851786460,"Sep 22, 2022, 9:26:23 PM",Blustery TNR,Ride,"",6312,39.25,171.0,70,false,,CF_SLX9,activities/8390148424.fit.gz,,7.938,6312.0,5071.0,39252.3,14.542,7.741,297.0,307.0,72.4,134.8,8.8,0.0,,,181.0,82.0,,138.0,,135.0,697.0,,18.0,70.0,691384.0,,,,,,,,155.0,5725.0,0.0,,0.0,,1.0,,1663880448.0,2.0,24.6,24.6,13.5,0.5,1007.3,7.1,11.2,324.0,0.0,1663844480.0,1663888256.0,0.91,8687753.0,,0.0,,0.32,16093.0,1.0,290.8,,,,0.0,6.219,0.0,,,,,,,,,,,,,,,,,,,,,""
7790569027,"Sep 11, 2022, 10:24:45 AM",Humboldt,Ride,,7200,55.84,156.0,81,false,,Roubaix,activities/8321294628.tcx.gz,,7.938,7200.0,7200.0,55848.2,9.054,7.757,0.0,,,,0.0,0.0,,,105.0,93.0,,132.0,,146.0,1040.0,,,81.0,,,,,,,,,167.0,7201.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.757,0.0,,,,,,,,,,,,,,,,,,,,,media/1f0e2baa-b15f-44a9-9bfa-5e4c3b47e26c.jpg
7784479927,"Sep 10, 2022, 10:17:13 AM",Moose's Tooth,Ride,,6300,50.06,161.0,75,false,,Roubaix,activities/8314383813.tcx.gz,,7.938,6300.0,6300.0,50068.4,9.559,7.947,0.0,,,,0.0,0.0,,,106.0,92.0,,136.0,,153.0,938.0,,,75.0,,,,,,,,,176.0,6301.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.947,0.0,,,,,,,,,,,,,,,,,,,,,media/8967c4f7-71a0-476f-83fe-b30ca37dfca8.jpg
7755013901,"Sep 4, 2022, 10:29:11 AM",JSTS Century & a bit ‘22,Ride,"",27275,177.17,173.0,321,false,,CF_SLX9,activities/8281137517.fit.gz,,7.938,27275.0,23443.0,177170.2,14.708,7.557,817.0,832.0,-3.6,76.8,18.5,0.0,,,131.0,82.0,,138.0,,110.0,2589.0,,21.0,321.0,2583952.0,,,,,,,,129.0,25030.0,0.0,,0.0,,1.0,,1662285568.0,2.0,19.6,20.1,18.5,0.93,1021.0,1.8,3.0,224.0,0.0,1662287360.0,1662333952.0,0.3,8687753.0,,0.0,,0.55,16093.0,0.0,287.9,,,,0.0,6.496,3.6,,,,,,,,,,,,,,,,,,,,,media/75C95471-F663-4A0D-9F0F-B16CC31EE474.jpg|media/DDB8AD90-B0BE-409D-ADA0-3D5860D80E2F.jpg
7746751005,"Sep 3, 2022, 10:34:57 AM",Baxter -1,Ride,,4500,35.33,137.0,20,false,,Roubaix,activities/8271740862.tcx.gz,,7.938,4500.0,4500.0,35329.0,8.423,7.851,0.0,,,,0.0,0.0,,,102.0,93.0,,124.0,,144.0,632.0,,,20.0,,,,,,,,,146.0,4501.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.851,0.0,,,,,,,,,,,,,,,,,,,,,media/238e55c8-c176-46f0-a640-ac553be44379.jpg
7741199964,"Sep 2, 2022, 9:45:28 AM",Leavitt -5,Ride,,3600,28.69,135.0,16,false,,Roubaix,activities/8265368237.tcx.gz,,7.938,3600.0,3600.0,28693.0,8.427,7.97,0.0,,,,0.0,0.0,,,99.0,93.0,,124.0,,150.0,530.0,,,16.0,,,,,,,,,153.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.97,0.0,,,,,,,,,,,,,,,,,,,,,media/abbef836-46f6-4dc8-a34b-1826e77e395b.jpg
7730753562,"Aug 31, 2022, 11:30:57 AM",Leavitt -5,Ride,,3600,28.67,137.0,19,false,,Roubaix,activities/8253673191.tcx.gz,,7.938,3600.0,3600.0,28675.2,8.423,7.965,0.0,,,,0.0,0.0,,,99.0,93.0,,126.0,,150.0,529.0,,,19.0,,,,,,,,,153.0,3601.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.965,0.0,,,,,,,,,,,,,,,,,,,,,media/68343a56-e263-457a-9797-76727c11bca3.jpg
7716276720,"Aug 28, 2022, 11:28:46 AM",Princeton via BCC,Ride,"",22130,141.64,176.0,313,false,"",CF_SLX9,activities/8237413254.fit.gz,,7.938,22130.0,18238.0,141642.3,15.169,7.766,701.0,701.0,4.6,61.2,13.9,0.0,,,151.0,83.0,,142.0,,121.0,2229.0,,20.0,313.0,2219702.0,,,,,,,,138.0,19884.0,0.0,,0.0,,1.0,,1661684352.0,2.0,23.6,24.4,21.8,0.9,1020.1,4.7,7.3,79.0,0.0,1661682176.0,1661729792.0,0.05,8687753.0,,0.0,,0.47,16093.0,0.0,307.7,,,,0.0,6.4,0.0,,,,,,,,,,,,,,,,,,,,,""
7709419338,"Aug 27, 2022, 11:48:12 AM",Morning Ride,Ride,"",12723,87.78,175.0,183,false,,REx,activities/8229604949.fit.gz,,7.938,12723.0,11579.0,87786.8,20.478,7.582,764.0,769.0,72.2,167.4,20.1,0.0,,,177.0,83.0,,140.0,,155.0,2052.0,,25.0,183.0,1792432.0,,,,,,,,173.0,12366.0,0.0,,0.0,,1.0,,1661597952.0,1.0,19.6,20.1,18.7,0.94,1015.9,1.8,3.8,340.0,0.0,1661596800.0,1661644288.0,0.02,6404193.0,,0.0,,0.3,16093.0,0.0,310.5,,,,0.0,6.9,0.0,,,,,,,,,,,,,,,,,,,,,""
7700660928,"Aug 25, 2022, 9:45:29 PM",TNR,Ride,"",6111,41.37,187.0,117,false,,REx,activities/8219755970.fit.gz,,7.938,6111.0,4996.0,41376.1,14.64,8.282,300.0,301.0,78.0,139.4,20.6,0.0,,,130.0,83.0,,149.0,,175.0,991.0,,27.0,117.0,878609.0,,,,,,,,196.0,5961.0,0.0,,0.0,,1.0,,1661461248.0,3.0,29.0,31.9,21.8,0.65,1015.5,2.8,4.3,181.0,0.0,1661423872.0,1661471616.0,0.96,6404193.0,,0.0,,0.94,16093.0,2.0,298.4,,,,0.0,6.771,0.0,,,,,,,,,,,,,,,,,,,,,""
7689281713,"Aug 23, 2022, 9:37:25 PM",Afternoon Ride,Ride,"",5468,41.21,170.0,86,false,,CF_SLX9,activities/8206818561.fit.gz,,7.938,5468.0,5245.0,41215.7,14.0,7.858,291.0,285.0,72.4,136.2,10.6,0.0,,,103.0,85.0,,142.0,,151.0,794.0,,21.0,86.0,793517.0,,,,,,,,167.0,5469.0,0.0,,0.0,,1.0,,1661288448.0,2.0,30.1,31.4,18.8,0.51,1012.0,1.9,3.8,302.0,0.0,1661250944.0,1661299072.0,0.9,8687753.0,,0.0,,0.34,16093.0,3.0,302.7,,,,0.0,7.538,0.0,,,,,,,,,,,,,,,,,,,,,""
7670727505,"Aug 20, 2022, 1:08:38 PM",Late Morning Ride,Ride,"",11929,81.07,177.0,238,false,,Roubaix,activities/8185856293.fit.gz,,7.938,11929.0,10616.0,81075.5,15.464,7.637,556.0,546.0,12.0,56.2,16.4,0.0,,,161.0,87.0,,148.0,,166.0,2007.0,,31.0,238.0,1762263.0,,,,,,,,173.0,11758.0,0.0,,0.0,,1.0,,1661000448.0,2.0,25.3,25.8,20.0,0.72,1021.5,1.3,1.6,210.0,0.0,1660990464.0,1661039232.0,0.81,4135453.0,,0.0,,0.38,16093.0,2.0,308.7,,,,0.0,6.797,1405.9,,,,,,,,,,,,,,,,,,,,,""
7658283897,"Aug 18, 2022, 10:01:00 AM",Mount Hayes -3,Ride,,5400,43.82,159.0,67,false,,Roubaix,activities/8171882407.tcx.gz,,7.938,5400.0,5400.0,43821.2,9.196,8.115,0.0,,,,0.0,0.0,,,100.0,91.0,,135.0,,161.0,864.0,,,67.0,,,,,,,,,177.0,5401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,8.115,0.0,,,,,,,,,,,,,,,,,,,,,media/268251fd-f054-479e-abd6-c04e6cc5f805.jpg
7653115291,"Aug 17, 2022, 10:02:38 AM",Morning Ride,Ride,,8980,64.44,166.0,132,false,,Roubaix,activities/8166135659.fit.gz,,7.938,8980.0,8335.0,64442.9,15.842,7.732,455.0,454.0,-2.6,67.6,11.8,0.0,,,107.0,88.0,,141.0,,183.0,1747.0,,19.0,132.0,1522780.0,,,,,,,,194.0,8606.0,,,0.0,,1.0,,1660730368.0,1.0,19.1,19.2,16.1,0.83,1016.4,2.5,3.1,23.0,0.0,1660731008.0,1660780416.0,0.71,4135453.0,,0.0,,0.06,16093.0,0.0,331.8,,,,0.0,7.176,367.3,,,,,,,,,,,,,,,,,,,,,""
7637899234,"Aug 14, 2022, 12:03:49 PM",BCC to Cranbury,Ride,"",14649,100.99,173.0,177,false,"",REx,activities/8149184201.fit.gz,,7.938,14649.0,12913.0,100988.9,17.361,7.821,656.0,637.0,11.6,104.2,22.0,0.0,,,211.0,85.0,,138.0,,155.0,2306.0,,24.0,177.0,2009308.0,,,,,,,,179.0,13747.0,0.0,,0.0,,1.0,,1660478464.0,2.0,20.5,20.5,14.7,0.69,1018.6,1.1,1.4,292.0,0.0,1660471680.0,1660521472.0,0.61,6404193.0,,0.0,,0.82,16093.0,1.0,322.2,,,,0.0,6.894,0.0,,,,,,,,,,,,,,,,,,,,,""
7637898315,"Aug 14, 2022, 11:25:41 AM",Morning Ride to BCC,Ride,"",1689,9.38,153.0,13,false,"",REx,activities/8149183686.fit.gz,,7.938,1689.0,1319.0,9382.3,12.206,7.113,88.0,94.0,18.8,46.4,17.1,-0.1,,,104.0,86.0,,133.0,,163.0,247.0,,19.0,13.0,216152.0,,,,,,,,177.0,1504.0,0.0,,0.0,,1.0,,1660474752.0,2.0,18.9,18.9,14.1,0.74,1018.4,1.2,1.6,281.0,0.0,1660471680.0,1660521472.0,0.61,6404193.0,,0.0,,0.7,16093.0,0.0,321.5,,,,0.0,5.555,0.0,,,,,,,,,,,,,,,,,,,,,""
7630861224,"Aug 13, 2022, 10:50:08 AM",Blagdon,Ride,,7200,56.78,155.0,89,false,,Roubaix,activities/8141283400.tcx.gz,,7.938,7200.0,7200.0,56782.5,9.011,7.886,0.0,,,,0.0,0.0,,,102.0,91.0,,134.0,,152.0,1086.0,,,89.0,,,,,,,,,173.0,7201.0,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,7.886,0.0,,,,,,,,,,,,,,,,,,,,,media/5f27dc98-c312-47bb-bb5b-363d0ec2eb7c.jpg
7593898600,"Aug 6, 2022, 11:57:30 AM",Copper Triangle ‘22,Ride,"",24248,128.45,162.0,256,false,,Roubaix,activities/8100103189.fit.gz,,7.938,24248.0,21507.0,128451.1,19.072,5.973,1790.0,1809.0,2369.4,3445.4,20.0,0.0,,,,,,134.0,,130.0,5071.0,,13.0,256.0,,,,,,,,,,,0.0,,0.0,,1.0,,1659783552.0,1.0,6.7,4.5,6.2,0.97,1017.8,3.0,3.8,116.0,0.0,1659787776.0,1659838336.0,0.31,4135453.0,,0.0,,0.29,16093.0,0.0,287.5,,,,0.0,5.297,340.0,,,,,,,,,,,,,,,,,,,,,media/F6601AFC-27DC-49B7-B067-48B30AA60EFF.jpg|media/033CF789-5871-46CC-A93F-CBEA14E716E5.jpg|media/336A1052-8075-4C44-B5A6-C1CCDDED2FB8.jpg|media/08EBA0B9-E95A-4893-BDE0-4684763B24A8.jpg|media/4EF629A7-B9FF-4D37-A753-99EF39BCC6E2.jpg|media/BEF4843E-C469-467F-96C6-424BA2534300.jpg
7576142534,"Aug 3, 2022, 12:27:14 PM",Ridgway to Black Canyon of the Gunnison National Park,Ride,"",8031,54.55,158.0,47,false,,Roubaix,activities/8080371392.fit.gz,,7.938,8031.0,6673.0,54552.7,14.62,8.175,269.0,454.0,1788.0,2151.0,13.1,-0.3,,,,,,127.0,,141.0,1451.0,,15.0,47.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,6.793,119.3,,,,,,,,,,,,,,,,,,,,,media/9D0F7EB4-F57B-4CEF-A6CB-655C62874CBE.jpg|media/C571270B-B79E-48A4-B03A-19373F0D8FE3.jpg
7570356018,"Aug 2, 2022, 12:54:37 PM","Morning Ride @ 8,000”",Ride,"",8149,57.01,156.0,94,false,,Roubaix,activities/8073983778.fit.gz,,7.938,8149.0,7585.0,57017.0,17.78,7.517,373.0,392.0,2153.8,2430.4,10.1,0.0,,,,,,137.0,,147.0,1829.0,,13.0,94.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,6.997,0.0,,,,,,,,,,,,,,,,,,,,,media/E6E8774C-D8F3-47B1-B55A-ADE4DB01CB08.jpg|media/18951849-4D0A-446E-A1D2-78133B04D600.jpg|media/F83D4E86-F82D-4757-BDC2-48911F92D1E6.jpg|media/B03AC93B-FC6D-4A26-BC7C-3106584B6A40.jpg
7560923234,"Jul 31, 2022, 3:36:40 PM",Downtown Ride,Ride,"",11546,56.96,170.0,64,false,,Roubaix,activities/8063503381.fit.gz,,7.938,11546.0,8241.0,56964.2,10.988,6.912,189.0,201.0,1567.4,1735.6,11.9,0.0,,,,,,127.0,,122.0,1797.0,,26.0,64.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,4.934,25.5,,,,,,,,,,,,,,,,,,,,,media/44BCE4EF-160C-4505-AAD9-75C83613DA28.jpg|media/4769ED50-61AE-42C6-8BBF-2F3EAAF93C3E.jpg
7559832046,"Jul 31, 2022, 2:17:27 PM",Morning Ride,Ride,,3671,21.98,162.0,42,false,,Roubaix,activities/8062283581.fit.gz,,7.938,3671.0,3033.0,21980.2,14.712,7.247,131.0,129.0,1688.4,1729.6,10.1,0.0,,,,,,138.0,,137.0,739.0,,21.0,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,5.988,61.3,,,,,,,,,,,,,,,,,,,,,""
7555793339,"Jul 30, 2022, 8:33:34 PM",Return Loop,Ride,"",3467,8.51,152.0,9,false,,Roubaix,activities/8057766171.fit.gz,,7.938,3467.0,2612.0,8512.7,8.611,3.259,86.0,64.0,1626.8,1657.4,34.6,0.2,,,,,,103.0,,71.0,411.0,,35.0,9.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,4135453.0,,,,,,,,,,,0.0,2.455,0.0,,,,,,,,,,,,,,,,,,,,,""
